Código BDNS,Mecanismo de Recuperación y Resiliencia,Administración,Departamento,Órgano,Fecha de registro,Título de la convocatoria,Título cooficial
412982,NO,ESTADO,MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030,DIRECCIÓN GENERAL DE DIVERSIDAD FAMILIAR Y SERVICIOS SOCIALES,27/08/2018,Subvención Nominativa a LA CONFEDERACIÓN ESPAÑOLA DE ASOCIACIONES DE PADRES Y MADRES DE ALUMNOS para el sostenimiento económico financiero de su estructura central LPGE 2018,
412977,NO,ESTADO,MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030,DIRECCIÓN GENERAL DE DIVERSIDAD FAMILIAR Y SERVICIOS SOCIALES,27/08/2018,Subvención Nominativa a LA PLATAFORMA DE ORGANIZACIONES DE INFANCIA para el sostenimiento económico financiero de su estructura central LPGE 2018,
412974,NO,ESTADO,MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030,DIRECCIÓN GENERAL DE DIVERSIDAD FAMILIAR Y SERVICIOS SOCIALES,27/08/2018,Subvención Nominativa a UNION DE ASOCIACIONES FAMILIARES  para el sostenimiento económico financiero de su estructura central LPGE 2018,
412966,NO,ESTADO,MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030,DIRECCIÓN GENERAL DE DIVERSIDAD FAMILIAR Y SERVICIOS SOCIALES,27/08/2018,Subvención Nominativa a LA ASOCIACIÓN DE FAMILIAS Y MUJERES DEL MEDIO RURAL para el sostenimiento económico financiero de su estructura central LPGE 2018,
412963,NO,ESTADO,MINISTERIO DE SANIDAD,DELEGACIÓN DEL GOBIERNO PARA EL PLAN NACIONAL SOBRE DROGAS,27/08/2018,Resolución de 22 de agosto de 2018, de la Secretaría de Estado de Servicios Sociales, por la que se convoca la concesión de ayudas económicas para el desarrollo de proyectos de investigación sobre adicciones en el año 2018,
412959,NO,ESTADO,MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030,DIRECCIÓN GENERAL DE DIVERSIDAD FAMILIAR Y SERVICIOS SOCIALES,27/08/2018,Subvención Nominativa a LA PLATAFORMA DEL TERCER SECTOR para el sostenimiento económico financiero de su estructura central LPGE 2018,
412956,NO,ESTADO,MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030,DIRECCIÓN GENERAL DE DIVERSIDAD FAMILIAR Y SERVICIOS SOCIALES,27/08/2018,Subvención Nominativa a LA PLATAFORMA DEL VOLUNTARIADO DE ESPAÑA para el sostenimiento económico financiero de su estructura central LPGE 2018,
412953,NO,ESTADO,MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030,DIRECCIÓN GENERAL DE DIVERSIDAD FAMILIAR Y SERVICIOS SOCIALES,27/08/2018,Subvención Nominativa a LA RED EUROPEA DE LUCHA CONTRA LA POBREZA Y LA EXLUSIÓN SOCIAL EN EL ESTADO ESPAÑOL para el sostenimiento económico financiero de su estructura central LPGE 2018,
412950,NO,ESTADO,MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030,DIRECCIÓN GENERAL DE DIVERSIDAD FAMILIAR Y SERVICIOS SOCIALES,27/08/2018,Subvención Nominativa a LA PLATAFORMA DE ONG DE ACCIÓN SOCIAL para el sostenimiento económico financiero de su estructura central LPGE 2018,
412948,NO,ESTADO,MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030,DIRECCIÓN GENERAL DE DIVERSIDAD FAMILIAR Y SERVICIOS SOCIALES,27/08/2018,Subvención Nominativa aLA FUNDACIÓN ACCIÓN CONTRA EL HAMBRE para el sostenimiento económico financiero de su estructura central LPGE 2018,
412946,NO,ESTADO,MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030,DIRECCIÓN GENERAL DE DIVERSIDAD FAMILIAR Y SERVICIOS SOCIALES,27/08/2018,Subvención Nominativa a la FUNDACIÓN SECRETARIADO GITANO para el sostenimiento económico financiero de su estructura central LPGE 2018,
412944,NO,ESTADO,MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030,DIRECCIÓN GENERAL DE DIVERSIDAD FAMILIAR Y SERVICIOS SOCIALES,27/08/2018,Subvención Nominativa a la FEDERACIÓN ESPAÑOLA DE BANCOS DE ALIMENTOS para el sostenimiento económico financiero de su estructura central LPGE 2018,
412905,NO,ESTADO,MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030,DIRECCIÓN GENERAL DE DIVERSIDAD FAMILIAR Y SERVICIOS SOCIALES,24/08/2018,Subvención Nominativa a la Plataforma Khetané del movimiento asociativo gitano del Estado Español para el sostenimiento económico financiero de su estructura central LPGE 2018,
412904,NO,ESTADO,MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030,DIRECCIÓN GENERAL DE DIVERSIDAD FAMILIAR Y SERVICIOS SOCIALES,24/08/2018,Subvención Nominativa a CÁRITAS ESPAÑOLA para el sostenimiento económico financiero de su estructura central LPGE 2018,
412902,NO,ESTADO,MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030,DIRECCIÓN GENERAL DE DIVERSIDAD FAMILIAR Y SERVICIOS SOCIALES,24/08/2018,Subvención Nominativa a Cruz Roja para el sostenimiento económico financiero de su estructura central LPGE 2018,
412898,NO,ESTADO,MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030,DIRECCIÓN GENERAL DE DIVERSIDAD FAMILIAR Y SERVICIOS SOCIALES,24/08/2018,Subvención Nominativa A la Fundación Víctimas del Terrorismo LPGE 2018,
412871,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,24/08/2018,Resolución de 24 de abril de 2018 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la participación agrupada en la Feria INDAGRA (Bucarest) 31 octubre a 4 noviembre 2018,
412859,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,24/08/2018,Resolución de 29 de enero de 2018 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Misión Directa a VIETNAM Y FILIPINAS 2018 - 18 al 22 de Junio de 2018,
412857,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,24/08/2018,Resolución de 27 de diciembre de 2017 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Misión Comercial a Japón del 28 de mayo al 1 de junio de 2018,
412750,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,FUNDACIÓN BIODIVERSIDAD,23/08/2018,CAMA-2014 Convocatoria de ayudas de la Fundación Biodiversidad, en régimen de concurrencia competitiva, para el desarrollo de actividades de colaboración y representación ante la Administración General del Estado, la Unión Europea y ante las organizaci,
412587,NO,ESTADO,MINISTERIO DE JUVENTUD E INFANCIA,INSTITUTO DE LA JUVENTUD,21/08/2018,Resolución de 20 de agosto de 2018 del Instituto de la Juventud, por la que se convoca el Certamen Nacional de Jóvenes Emprendedores para el año 2018.,
412336,NO,ESTADO,MINISTERIO DE CULTURA,INSTITUTO DE LA CINEMATOGRAFÍA Y DE LAS ARTES AUDIOVISUALES,17/08/2018,Ayuda a la producción de cortometrajes sobre proyecto año 2018,
412334,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,AGENCIA ESTATAL DE INVESTIGACIÓN,17/08/2018,Resolución de la Presidencia de la Agencia Estatal de Investigación por la que se aprueba la convocatoria 2018 de ayudas para la realización de estancias breves del Plan Estatal 2017-2020,
412245,NO,ESTADO,MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030,DIRECCIÓN GENERAL DE DIVERSIDAD FAMILIAR Y SERVICIOS SOCIALES,16/08/2018,Resolución de 10 de agosto de 2018, de la Secretaría de Estado de Servicios Sociales, por la que se convocan subvenciones para la realización de actividades de interés general con cargo a la asignación  tributaria del Impuesto sobre la Renta de las Person,
412150,NO,ESTADO,MINISTERIO DE HACIENDA,CONSORCIO DE LA CIUDAD DE TOLEDO,14/08/2018,CONVENIO DE COLABORACIÓN ENTRE EL CONSORCIO DE LA CIUDAD DE TOLEDO Y LA ASOCIACIÓN AMIGOS DE LOS PATIOS DE TOLEDO,
412122,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,AGENCIA ESTATAL DE INVESTIGACIÓN,14/08/2018,Resolución de la Secretaría de Estado de Universidades, Investigación, Desarrollo e Innovación y de la Presidencia de la AEI por la que se aprueba la convocatoria 2018 de ayudas a Proyectos de I+D+i «Retos investigación» del Plan Estatal 2017-2020,
412118,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,AGENCIA ESTATAL DE INVESTIGACIÓN,14/08/2018,Resolución de la Secretaría de Estado de Investigación, Desarrollo e Innovación y de la Presidencia de la Agencia Estatal de Investigación, por la que se aprueba la convocatoria 2018 de ayudas a Proyectos Generación de conocimiento del Plan Estatal 2017-2,
412034,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,DIRECCIÓN GENERAL DE PLANIFICACIÓN Y GESTIÓN EDUCATIVA,13/08/2018,Resolución de la Secretaría de Estado de Educación y Formación Profesional por la que se convocan ayudas para la adquisición de libros de texto y material didáctico e informático para alumnos matriculados en centros docentes españoles en el exterior, en l,
412026,NO,ESTADO,MINISTERIO DE JUVENTUD E INFANCIA,INSTITUTO DE LA JUVENTUD,13/08/2018,CONVENIO POR EL QUE SE CANALIZA LA SUBVENCIÓN NOMINATIVA RPEVISTA EN LOS PRESUPUESTOS GENERALES DEL ESTADO PARA 2018 EN FAVOR DEL CONSEJO DE LA JUVENTUD DE ESPAÑA,
412013,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,DIRECCIÓN GENERAL DE PLANIFICACIÓN Y GESTIÓN EDUCATIVA,13/08/2018,Resolución de la Secretaría de Estado de Educación y Formación Profesional, por la que se convocan becas de carácter general para el curso académico 2018-2019, para estudiantes que cursen estudios postobligatorios.,
411960,NO,ESTADO,MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA,ENTIDAD PÚBLICA EMPRESARIAL RED.ES,10/08/2018,Convocatoria para la concesión directa de subvenciones para la contratación de servicios de acceso de banda ancha fija de alta velocidad a 30 MBits por segundo,
411932,NO,ESTADO,MINISTERIO DE IGUALDAD,DELEGACIÓN DEL GOBIERNO CONTRA LA VIOLENCIA DE GÉNERO,10/08/2018,Becas de formación en el Observatorio Estatal de Violencia sobre la Mujer para el período 2018-2019,
411883,NO,ESTADO,MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030,REAL PATRONATO SOBRE DISCAPACIDAD,10/08/2018,Subvención nominativa al Comité Paralímpico Español para el Plan de Apoyo al Deporte Paralímpico (Plan ADOP),
411870,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,DIRECCIÓN GENERAL DE EVALUACIÓN Y COOPERACIÓN TERRITORIAL,10/08/2018,Programa de Apoyo Educativo a centros docentes sostenidos con fondos públicos de Educación Primaria y Educación Secundaria de Ceuta y Melilla. Curso 2018-2019,
411833,NO,ESTADO,MINISTERIO DE JUVENTUD E INFANCIA,INSTITUTO DE LA JUVENTUD,09/08/2018,CONVENIO POR EL QUE SE CANALIZA LA SUBVENCIÓN NOMINATIVA PREVISTA EN LOS PRESUPUESTOS GENERALES DEL ESTADO PARA 2018 EN BENEFICIO DE LA FEDERACIÓN ESPAÑOLA DE MUNICIPIOS Y PROVINCIAS,
411753,NO,ESTADO,MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030,INSTITUTO DE MAYORES Y SERVICIOS SOCIALES,09/08/2018,Resolución de 23 de julio de 2018, del Instituto de Mayores y Servicios Sociales, por la que se convoca la concesión de subvenciones a personas mayores, personas con discapacidad y personas en situación de dependencia residentes en las Ciudades de Ceuta y,
411721,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,DIRECCIÓN GENERAL DE PLANIFICACIÓN Y GESTIÓN EDUCATIVA,09/08/2018,Resolución de la Secretaría de Estado de Educación y Formación Profesional por la que se convocan ayudas para alumnos con necesidad específica de apoyo educativo para el curso académico 2018-2019,
411614,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,FUNDACIÓN ESTATAL PARA LA PREVENCIÓN DE RIESGOS LABORALES F.S.P.,08/08/2018,Convocatoria de Acciones Transversales 2018,
411612,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,FUNDACIÓN ESTATAL PARA LA PREVENCIÓN DE RIESGOS LABORALES F.S.P.,08/08/2018,Convocatoria de Acciones Sectoriales 2018,
411611,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,FUNDACIÓN ESTATAL PARA LA PREVENCIÓN DE RIESGOS LABORALES F.S.P.,08/08/2018,Convocatoria de Acciones Intersectoriales 2018,
411584,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,CENTRO NACIONAL DE INVESTIGACIONES CARDIOVASCULARES CARLOS III F.S.P.,08/08/2018,Programa Res@CNIC- SEC 2018 para estancias formativas en el CNIC para MIR en Cardiología,
411454,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,DIRECCIÓN GENERAL DE PLANIFICACIÓN Y GESTIÓN EDUCATIVA,07/08/2018,Resolución de 3 de agosto de 2018, de la Secretaría de Estado de Educación y Formación Profesional, por la que se convocan becas de colaboración de estudiantes en departamentos universitarios para el curso académico 2018-2019.,
411072,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,DIRECCIÓN GENERAL DE PLANIFICACIÓN Y GESTIÓN EDUCATIVA,03/08/2018,Resolución de 3 de agosto de 2018, de la Secretaría de Estado de Educación y Formación Profesional, por la que se convocan becas de colaboración de estudiantes en departamentos universitarios para el curso académico 2018-2019.,
411056,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,SERVICIO PÚBLICO DE EMPLEO ESTATAL,03/08/2018,SUBV.NOMINATIVA RGD. SEPE.TRABAJO PENITENCIARIO,
410983,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,FUNDACIÓN EOI, F.S.P.,02/08/2018,Ayudas dirigidas a impulsar el crecimiento de la industria española en el marco del Proyecto Programa de Crecimiento Empresarial,
410912,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,DIRECCIÓN GENERAL DE EVALUACIÓN Y COOPERACIÓN TERRITORIAL,02/08/2018,Ayudas para sufragar el servicio de comedor y transporte escolar para alumnos matriculados en centros docentes públicos en las ciudades de Ceuta y Melilla en el curso acdémico 2018/2019.,
410801,NO,ESTADO,MINISTERIO DE SANIDAD,DIRECCIÓN GENERAL DE SALUD PÚBLICA Y EQUIDAD EN SALUD,01/08/2018,Orden SCBS de 31 de Julio de 2018, por la que se convocan subvenciones a entidades de cualquier titularidad, sin ánimo de lucro, destinadas a la financiación de programas de prevención y control de la infección por VIH y sida para el año 2018.,
410789,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,DIRECCIÓN GENERAL DE ESTRATEGIA INDUSTRIAL Y DE LA PEQUEÑA Y MEDIANA EMPRESA,01/08/2018,Orden de 1 de agosto de 2018, del Secretario General de Industria y de la Pequeña y Mediana Empresa, por la que se efectúa la convocatoria correspondiente a 2018 de las ayudas establecidas para el apoyo a Agrupaciones Empresariales Innovadoras,
410757,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,CONSEJO SUPERIOR DE DEPORTES,01/08/2018,Resolución de 30 de julio de 2018, de la Presidencia del Consejo Superior de Deportes por la que se convocan ayudas complementarias a Comunidades Autónomas para actividades en Centros de Tecnificación Deportiva,
410626,NO,ESTADO,MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN,SECRETARÍA GENERAL DE PESCA,31/07/2018,DESIERTA ORDEN  DE 26 DE JULIO DE 2018 POR LA QUE SE CONVOCA EL XVII PREMIO JACUMAR DE INVESTIGACIÓN EN ACUICULTURA,
410515,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,DIRECCIÓN GENERAL DE ESTRATEGIA INDUSTRIAL Y DE LA PEQUEÑA Y MEDIANA EMPRESA,31/07/2018,Mecanismo de compensación de  costes de emisiones indirectas de CO2 - 2018,
410466,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,INSTITUTO DE ASTROFÍSICA DE CANARIAS,30/07/2018,Res. de 26 de julio de 2018 del  (I.A.C.) por la que se hace pública la convocatoria de dos becas para la formación en desarrollo tecnológico dirigidas a recién titulados de grado o estudiantes de máster universitario (curso 2016-2017 o posterior,
410414,NO,ESTADO,MINISTERIO DE CULTURA,INSTITUTO DE LA CINEMATOGRAFÍA Y DE LAS ARTES AUDIOVISUALES,30/07/2018,Ayudas a la producción de cortometrajes realizados año 2018.,
410366,NO,ESTADO,MINISTERIO DE CULTURA,INSTITUTO DE LA CINEMATOGRAFÍA Y DE LAS ARTES AUDIOVISUALES,30/07/2018,Resolución de la Dirección General del Instituto de la Cinematografía y de las Artes Audiovisuales, por la que se convocan ayudas para la organización de festivales y certámenes cinematográficos en España durante el año 2018,
410360,NO,ESTADO,MINISTERIO DE CULTURA,INSTITUTO DE LA CINEMATOGRAFÍA Y DE LAS ARTES AUDIOVISUALES,30/07/2018,Resolución del Instituto de la Cinematografía y de las Artes Audiovisuales, por la que se convoca la concesión de ayudas para la participación de películas españolas en festivales durante el año 2018.,
410191,NO,ESTADO,MINISTERIO DE CULTURA,INSTITUTO DE LA CINEMATOGRAFÍA Y DE LAS ARTES AUDIOVISUALES,27/07/2018,Resolución del Instituto de la Cinematografía y de las Artes Audiovisuales, por la que se convocan ayudas para la distribución de películas de largometraje y conjuntos de cortometrajes españoles, comunitarios e iberoamericanos para el año 2018.,
410158,NO,ESTADO,MINISTERIO DE CULTURA,INSTITUTO DE LA CINEMATOGRAFÍA Y DE LAS ARTES AUDIOVISUALES,27/07/2018,Resolución de 27 de julio de 2018, de la Dirección General del Instituto de la Cinematografía y de las Artes Audiovisuales por la que se convocan para el año 2018 ayudas selectivas para la producción de largometrajes sobre proyecto.,
410028,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,INSTITUTO DE ASTROFÍSICA DE CANARIAS,26/07/2018,Res. de 24 de julio de 2018 de la Dirección del Consorcio Público(I.A.C.) por la que se hace pública la convocatoria de una beca para la formación en comunicación y divulgación de la cultura científico-técnica en un centro de investi,
409973,NO,ESTADO,MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES,DIRECCIÓN GENERAL DE MIGRACIONES,26/07/2018,RESOLUCIÓN DE 25 DE JULIO 2018 DE LA DIRECCIÓN GENERAL DE INTEGRACIÓN Y ATENCIÓN HUMANITARIA, POR LA QUE SE CONVOCAN SUBVENCIONES PARA EL DESARROLLO DE ACTUACIONES DE INTERÉS GENERAL EN MATERIA DE EXTRANJERÍA, DESTINADAS A FAVORECER LA CONVIVENCIA Y,
409901,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,CONSEJO SUPERIOR DE DEPORTES,25/07/2018,Resolución de la Presidencia del Consejo Superior de Deportes, por la que se convocan ayudas a mujeres deportistas en el año 2018.,
409876,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,SECRETARÍA DE ESTADO PARA LA UNIÓN EUROPEA,25/07/2018,Convocatoria instrumental. Suvbención nominativa a la Liga Europea de Cooperación Económica. PGE 2018,
409865,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,SECRETARÍA DE ESTADO PARA LA UNIÓN EUROPEA,25/07/2018,Convocatoria Instrumental. Subvención nominativa a favor del Consejo Federal Español del Movimiento Europeo. PGE 2018,
409856,NO,ESTADO,MINISTERIO DEL INTERIOR,DIRECCIÓN GENERAL DE TRÁFICO,25/07/2018,Resolución de 25 de julio de 2018 de la Dirección General de Tráfico, por la que se publica la convocatoria para la concesión de ayudas destinadas a programas a desarrollar por entidades u organizaciones sin ánimo de lucro, cuyo objeto primordial sea la a,
409721,NO,ESTADO,MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN,DIRECCIÓN GENERAL DE ALIMENTACIÓN,24/07/2018,Convocatoria Premio Alimentos de España, año 2018,
409710,NO,ESTADO,MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES,FUNDACIÓN PLURALISMO Y CONVIVENCIA, F.S.P.E.,24/07/2018,Convocatoria de ayudas para el apoyo a comunidades religiosas locales para el desarrollo de actividades de caracter cultural, educativo y social,
409694,NO,ESTADO,MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES,FUNDACIÓN PLURALISMO Y CONVIVENCIA, F.S.P.E.,24/07/2018,Convocatoria de ayudas para el apoyo a las Federaciones de confesiones minoritarias con Acuerdo de Cooperación con el Estado español,
409640,NO,ESTADO,MINISTERIO DE CULTURA,DIRECCIÓN GENERAL DE DERECHOS CULTURALES,24/07/2018,Subvención nominativa a la Fundación Residencia de Estudiantes, Ley PGE 2018, transformada en una transferencia dineraria.,
409636,NO,ESTADO,MINISTERIO DE CULTURA,DIRECCIÓN GENERAL DE DERECHOS CULTURALES,24/07/2018,Subvención nominativa a la Fundación Instituto de Cultura Gitana. Ley PGE 2018, transformada en una transferencia dineraria,
409634,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,ORGANISMO AUTÓNOMO PARQUES NACIONALES,24/07/2018,CONVENIO ENTRE EL OAPN Y SEO/BIRDLIFE DE CONCESION DE UNA SUBVENCION PUBLICA PARA EL FOMENTO DE LA PARTICIPACION Y FORTALECIMIENTO DEL CONSEJO DE LA RED DE PPNN Y DE LA PROPIA RED,
409630,NO,ESTADO,MINISTERIO DE CULTURA,DIRECCIÓN GENERAL DE DERECHOS CULTURALES,24/07/2018,Subvención nominativa a la Fundación Centro Nacional del Vidrio. Ley PGE 2018, transformada en transferencia dineraria.,
409622,NO,ESTADO,MINISTERIO DE CULTURA,DIRECCIÓN GENERAL DE DERECHOS CULTURALES,24/07/2018,Subvención nominativa a Audiovisual Fianzas S.G.R. Ley PGE 2018,
409612,NO,ESTADO,MINISTERIO DE CULTURA,DIRECCIÓN GENERAL DE DERECHOS CULTURALES,24/07/2018,Subvención nominativa  al Círculo de Bellas Artes. Ley PGE 2018,
409609,NO,ESTADO,MINISTERIO DE CULTURA,DIRECCIÓN GENERAL DE DERECHOS CULTURALES,24/07/2018,Subvención nominativa a la Fundación Instituto Elcano de Estudios Internacionales y Estratégicos. Ley PGE 2018,
409471,NO,ESTADO,MINISTERIO DE DEFENSA,D.G. DE RECLUTAMIENTO Y ENSEÑANZA MILITAR,23/07/2018,Orden, de 16 de julio de 2018, por la que se convocan ayudas para la obtención de titulaciones del sistema educativo general, encaminadas a facilitar los procesos de promoción que permitan el cambio de escala o de cuerpo de los militares profesionales.,
409443,NO,ESTADO,MINISTERIO DE HACIENDA,CONSORCIO DE LA CIUDAD DE SANTIAGO DE COMPOSTELA,23/07/2018,Resolución 9 julio 2018 Consorcio de la Ciudad de Santiago de Compostela aprueban bases reguladoras y convocatoria para concesión subvenciones del programa localízate destinadas a rehabilitación de locales de ciudad histórica de Santiago de Compostela,
409437,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,23/07/2018,Resolución de 20 de julio de 2018 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la participación agrupada en IDS-Dental Show: 12-16 marzo 2019 (Colonia),
409435,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,FUNDACIÓN BIODIVERSIDAD,23/07/2018,Convocatoria de la Fundación Biodiversidad, F.S.P., en régimen de concurrencia competitiva, para  ayudas de formación relacionadas con los fines de la Fundación Biodiversidad,
